 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
|            Encoder statistics. This file is generated during first encoding session, new sessions will be appended                                                                                          |
 ------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------ 
| Date  | Time  |    Sequence        | #Img | QPI| QPP| QPB| Format  | #B | Hdmd | S.R |#Ref | Freq |Intra upd|SNRY 1|SNRU 1|SNRV 1|SNRY N|SNRU N|SNRV N|#Bitr P|#Bitr B|     Total Time   |      Me Time     |
| 10/20 | 22:27 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|            100   |              0   |
| 10/24 | 00:06 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             85   |              0   |
| 10/24 | 13:16 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|            129   |              0   |
| 11/17 | 22:25 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|            116   |              0   |
| 11/17 | 22:29 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             84   |              0   |
| 01/22 | 23:12 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             93   |              0   |
| 01/22 | 23:23 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             85   |              0   |
| 01/23 | 10:50 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             84   |              0   |
| 01/23 | 10:52 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             88   |              0   |
| 01/23 | 19:07 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|          11237   |              0   |
| 01/23 | 19:07 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             88   |              0   |
| 01/23 | 19:07 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             86   |              0   |
| 01/23 | 19:07 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             85   |              0   |
| 01/23 | 19:07 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             86   |              0   |
| 01/23 | 19:10 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             86   |              0   |
| 01/23 | 19:11 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             86   |              0   |
| 01/23 | 19:11 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             86   |              0   |
| 01/23 | 19:11 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             84   |              0   |
| 01/23 | 19:13 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             84   |              0   |
| 01/23 | 19:17 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             86   |              0   |
| 01/23 | 19:17 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             85   |              0   |
| 01/23 | 19:17 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             83   |              0   |
| 01/23 | 19:22 |oreman_part_qcif.yuv|    1 |  28  |  28  | 30 | 176x144 |  0 |   ON   |    16   | 10  |   1  |   OFF   |36.915|41.273|42.966|36.915|41.273|42.966|  31472|      0|             87   |              0   |
